0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
983.9905395507812,942.2864990234375,661.7279663085938,943.103271484375,862.7902221679688,105.07927703857422,-4.460562705993652,899.6190795898438,198.23678588867188,372.1592102050781,721.3316650390625,573.6598510742188,1.0,0.0,0.0
977.8994750976562,943.0099487304688,660.280029296875,953.8704223632812,865.2263793945312,106.98249816894531,1.3518083095550537,903.4022216796875,204.626220703125,358.53558349609375,717.090576171875,515.0029907226562,1.0,0.0,0.0
997.3773193359375,943.7080688476562,663.5131225585938,929.2761840820312,861.2831420898438,113.38529968261719,9.707563400268555,906.708251953125,204.9982147216797,349.9903869628906,668.5139770507812,501.89447021484375,1.0,0.0,0.0
1001.5546875,944.2647094726562,650.1764526367188,909.0299682617188,861.2969970703125,110.55107879638672,-5.713619232177734,911.5389404296875,203.69387817382812,349.11962890625,724.6646118164062,571.1458129882812,1.0,0.0,0.0
1007.083251953125,943.8646850585938,662.991455078125,931.1405029296875,858.884033203125,108.56410217285156,-6.160423755645752,903.4769287109375,195.064453125,367.3218078613281,680.1041259765625,540.926025390625,1.0,0.0,0.0
1015.1567993164062,940.8621826171875,654.4414672851562,947.3438110351562,875.579345703125,109.72206115722656,5.592292785644531,909.6753540039062,209.15318298339844,337.88623046875,735.2965698242188,487.3096618652344,1.0,0.0,0.0
971.8848266601562,941.237548828125,662.96826171875,962.15576171875,875.4296264648438,107.04965209960938,4.00067138671875,904.5308227539062,206.72146606445312,338.93756103515625,705.4659423828125,441.75048828125,1.0,0.0,0.0
962.88916015625,942.111572265625,658.5383911132812,935.8709106445312,852.9629516601562,111.30119323730469,-3.882317066192627,905.5667724609375,197.27769470214844,336.2165832519531,710.0438232421875,551.3551025390625,1.0,0.0,0.0
1035.7620849609375,940.7529907226562,664.83837890625,945.4275512695312,868.1409301757812,100.72293853759766,-1.7945339679718018,910.7200317382812,199.76258850097656,371.2584533691406,704.8524169921875,540.2131958007812,1.0,0.0,0.0
972.0286254882812,940.131103515625,659.1953125,960.2974243164062,864.4313354492188,102.3100814819336,-8.28531265258789,912.138916015625,204.34197998046875,354.130126953125,716.1370849609375,574.1895141601562,1.0,0.0,0.0
987.971923828125,946.265380859375,650.9505004882812,948.0689697265625,867.5869140625,96.74301147460938,-14.71914005279541,905.6015625,203.0929412841797,369.77227783203125,742.0165405273438,589.8971557617188,1.0,0.0,0.0
972.2619018554688,940.204345703125,656.7470092773438,946.994384765625,861.4114990234375,98.20377349853516,-13.233407020568848,915.3194580078125,202.57839965820312,364.98370361328125,737.254638671875,613.5792846679688,1.0,0.0,0.0
1042.451171875,942.1817626953125,658.8419799804688,947.5420532226562,892.8297729492188,106.05941009521484,-5.1541056632995605,908.6259155273438,205.87876892089844,357.33599853515625,704.5604248046875,530.83251953125,1.0,0.0,0.0
983.7301025390625,941.906494140625,660.9854736328125,949.8814086914062,869.050048828125,99.81918334960938,-11.850987434387207,909.2915649414062,206.85496520996094,375.81884765625,714.1744384765625,598.5531616210938,1.0,0.0,0.0
986.2123413085938,941.9130249023438,649.1212768554688,953.7610473632812,862.5642700195312,103.66259765625,-16.68349838256836,913.132080078125,200.26092529296875,345.1203918457031,752.6871948242188,588.95654296875,1.0,0.0,0.0
962.7766723632812,942.4815673828125,650.80224609375,925.863525390625,861.5188598632812,110.04547119140625,-4.613283634185791,912.4229125976562,198.96014404296875,327.001953125,726.1447143554688,511.2093200683594,1.0,0.0,0.0
990.9794311523438,941.16552734375,662.6945190429688,937.6098022460938,889.1559448242188,109.2808837890625,7.280575752258301,905.7600708007812,213.09519958496094,371.76483154296875,697.1082153320312,480.58697509765625,1.0,0.0,0.0
1010.8953857421875,940.2218627929688,661.8007202148438,933.2376708984375,891.15380859375,103.53009033203125,1.3188748359680176,915.0071411132812,210.3536834716797,341.37310791015625,707.2359619140625,512.7203979492188,1.0,0.0,0.0
1035.39794921875,942.2506103515625,656.61767578125,932.4580078125,879.2322387695312,108.90206909179688,0.9801664352416992,913.456298828125,205.7420196533203,374.9696044921875,718.0091552734375,531.06396484375,1.0,0.0,0.0
986.7066650390625,944.0822143554688,657.2797241210938,920.8572387695312,849.8411254882812,115.18206787109375,-2.1999306678771973,900.4244384765625,194.8656768798828,352.781005859375,727.6665649414062,537.8465576171875,1.0,0.0,0.0
1043.390625,943.1364135742188,656.1644287109375,950.2356567382812,855.5421142578125,106.08841705322266,-4.3571577072143555,914.0574340820312,202.15924072265625,365.75445556640625,710.8126831054688,566.0538330078125,1.0,0.0,0.0
1025.3724365234375,944.1826171875,658.7158813476562,938.9722900390625,872.6687622070312,101.5083236694336,-13.804443359375,900.8743896484375,201.0391082763672,368.7324523925781,715.6869506835938,551.97509765625,1.0,0.0,0.0
996.924560546875,941.6571655273438,658.486328125,956.1486206054688,868.1876220703125,107.3752212524414,6.100532054901123,912.1074829101562,206.57054138183594,354.94390869140625,692.37353515625,503.639892578125,1.0,0.0,0.0
965.684814453125,940.2190551757812,660.3968505859375,933.1814575195312,860.0322265625,111.73225402832031,13.11978816986084,905.2810668945312,212.84603881835938,358.61480712890625,713.148193359375,504.0605163574219,1.0,0.0,0.0
961.7415771484375,942.0878295898438,654.095458984375,963.278564453125,850.7044677734375,107.10995483398438,-18.687278747558594,911.5874633789062,203.54270935058594,338.4671325683594,747.9708251953125,582.3112182617188,1.0,0.0,0.0
1020.2371826171875,939.1930541992188,659.6885375976562,929.7350463867188,886.001953125,111.68952941894531,3.38783860206604,908.3578491210938,206.384033203125,340.047119140625,693.3914794921875,484.56048583984375,1.0,0.0,0.0
951.860107421875,941.6019897460938,663.365966796875,934.0753784179688,850.520751953125,108.03092193603516,-2.0365707874298096,900.8485107421875,196.8570098876953,354.4683837890625,734.6270751953125,549.9038696289062,1.0,0.0,0.0
